Year,State,County ID,County Name (State),All Ages SAIPE Poverty Universe,All Ages in Poverty Count,All Ages in Poverty Count LB 90%,All Ages in Poverty Count UB 90%,90% Confidence Interval (All Ages in Poverty Count),All Ages in Poverty Percent,All Ages in Poverty Percent LB 90%,All Ages in Poverty Percent UB 90%,90% Confidence Interval (All Ages in Poverty Percent),Under Age 18 SAIPE Poverty Universe,Under Age 18 in Poverty Count,Under Age 18 in Poverty Count LB 90%,Under Age 18 in Poverty Count UB 90%,90% Confidence Interval (Under Age 18 in Poverty Count),Under Age 18 in Poverty Percent,Under Age 18 in Poverty Percent LB 90%,Under Age 18 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 18 in Poverty Percent),Ages 5 to 17 in Families SAIPE Poverty Universe,Ages 5 to 17 in Families in Poverty Count,Ages 5 to 17 in Families in Poverty Count LB 90%,Ages 5 to 17 in Families in Poverty Count UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count),Ages 5 to 17 in Families in Poverty Percent,Ages 5 to 17 in Families in Poverty Percent LB 90%,Ages 5 to 17 in Families in Poverty Percent UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent),Under Age 5 SAIPE Poverty Universe,Under Age 5 in Poverty Count,Under Age 5 in Poverty Count LB 90%,Under Age 5 in Poverty Count UB 90%,90% Confidence Interval (Under Age 5 in Poverty Count),Under Age 5 in Poverty Percent,Under Age 5 in Poverty Percent LB 90%,Under Age 5 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 5 in Poverty Percent),Median Household Income in Dollars,Median Household Income in Dollars LB 90%,Median Household Income in Dollars UB 90%,90% Confidence Interval (Median Household Income in Dollars)
2015,27,27107,Norman County (MN),"6,520",760,597,923,597 to 923,11.7,9.2,14.2,9.2 to 14.2,"1,516",267,208,326,208 to 326,17.6,13.7,21.5,13.7 to 21.5,"1,152",179,135,223,135 to 223,15.5,11.7,19.3,11.7 to 19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,775 ","$46,917 ","$54,633 ","$46,917 to $54,633"
2015,27,27109,Olmsted County (MN),"149,178","13,255","11,335","15,175","11,335 to 15,175",8.9,7.6,10.2,7.6 to 10.2,"36,919","4,105","3,375","4,835","3,375 to 4,835",11.1,9.1,13.1,9.1 to 13.1,"26,156","2,781","2,231","3,331","2,231 to 3,331",10.6,8.5,12.7,8.5 to 12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$70,063 ","$67,209 ","$72,917 ","$67,209 to $72,917"
2015,27,27111,Otter Tail County (MN),"56,661","5,499","4,471","6,527","4,471 to 6,527",9.7,7.9,11.5,7.9 to 11.5,"12,177","1,711","1,340","2,082","1,340 to 2,082",14.1,11,17.2,11.0 to 17.2,"8,813","1,146",873,"1,419","873 to 1,419",13,9.9,16.1,9.9 to 16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$55,357 ","$53,228 ","$57,486 ","$53,228 to $57,486"
2015,27,27113,Pennington County (MN),"13,871","1,439","1,178","1,700","1,178 to 1,700",10.4,8.5,12.3,8.5 to 12.3,"3,233",387,305,469,305 to 469,12,9.5,14.5,9.5 to 14.5,"2,291",256,195,317,195 to 317,11.2,8.5,13.9,8.5 to 13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,341 ","$46,439 ","$56,243 ","$46,439 to $56,243"
2015,27,27115,Pine County (MN),"27,217","3,776","3,113","4,439","3,113 to 4,439",13.9,11.5,16.3,11.5 to 16.3,"5,798","1,080",854,"1,306","854 to 1,306",18.6,14.7,22.5,14.7 to 22.5,"4,305",721,550,892,550 to 892,16.7,12.7,20.7,12.7 to 20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,332 ","$43,565 ","$49,099 ","$43,565 to $49,099"
2015,27,27117,Pipestone County (MN),"9,056","1,000",790,"1,210","790 to 1,210",11,8.7,13.3,8.7 to 13.3,"2,266",356,278,434,278 to 434,15.7,12.2,19.2,12.2 to 19.2,"1,647",232,174,290,174 to 290,14.1,10.6,17.6,10.6 to 17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,939 ","$48,272 ","$55,606 ","$48,272 to $55,606"
2015,27,27119,Polk County (MN),"30,396","3,576","2,832","4,320","2,832 to 4,320",11.8,9.4,14.2,9.4 to 14.2,"7,281","1,178",926,"1,430","926 to 1,430",16.2,12.7,19.7,12.7 to 19.7,"5,303",780,595,965,595 to 965,14.7,11.2,18.2,11.2 to 18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,270 ","$50,499 ","$58,041 ","$50,499 to $58,041"
2015,27,27121,Pope County (MN),"10,868",918,710,"1,126","710 to 1,126",8.4,6.5,10.3,6.5 to 10.3,"2,270",294,229,359,229 to 359,13,10.2,15.8,10.2 to 15.8,"1,614",197,147,247,147 to 247,12.2,9.1,15.3,9.1 to 15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,267 ","$48,762 ","$57,772 ","$48,762 to $57,772"
2015,27,27123,Ramsey County (MN),"522,636","78,920","72,889","84,951","72,889 to 84,951",15.1,13.9,16.3,13.9 to 16.3,"123,853","27,912","24,934","30,890","24,934 to 30,890",22.5,20.1,24.9,20.1 to 24.9,"85,588","19,000","16,787","21,213","16,787 to 21,213",22.2,19.6,24.8,19.6 to 24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$57,299 ","$55,362 ","$59,236 ","$55,362 to $59,236"
2015,27,27125,Red Lake County (MN),"4,015",390,306,474,306 to 474,9.7,7.6,11.8,7.6 to 11.8,997,120,93,147,93 to 147,12,9.3,14.7,9.3 to 14.7,716,79,59,99,59 to 99,11,8.3,13.7,8.3 to 13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,244 ","$47,786 ","$56,702 ","$47,786 to $56,702"
2015,27,27127,Redwood County (MN),"15,151","1,674","1,423","1,925","1,423 to 1,925",11,9.3,12.7,9.3 to 12.7,"3,719",574,464,684,464 to 684,15.4,12.5,18.3,12.5 to 18.3,"2,738",390,307,473,307 to 473,14.2,11.2,17.2,11.2 to 17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,520 ","$44,488 ","$52,552 ","$44,488 to $52,552"
2015,27,27129,Renville County (MN),"14,554","1,381","1,082","1,680","1,082 to 1,680",9.5,7.4,11.6,7.4 to 11.6,"3,268",497,388,606,388 to 606,15.2,11.9,18.5,11.9 to 18.5,"2,400",329,246,412,246 to 412,13.7,10.2,17.2,10.2 to 17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$56,835 ","$54,142 ","$59,528 ","$54,142 to $59,528"
2015,27,27131,Rice County (MN),"58,238","5,353","4,197","6,509","4,197 to 6,509",9.2,7.2,11.2,7.2 to 11.2,"14,235","1,598","1,242","1,954","1,242 to 1,954",11.2,8.7,13.7,8.7 to 13.7,"10,542","1,046",781,"1,311","781 to 1,311",9.9,7.4,12.4,7.4 to 12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$59,863 ","$55,165 ","$64,561 ","$55,165 to $64,561"
2015,27,27133,Rock County (MN),"9,349",905,723,"1,087","723 to 1,087",9.7,7.8,11.6,7.8 to 11.6,"2,372",299,239,359,239 to 359,12.6,10.1,15.1,10.1 to 15.1,"1,768",190,145,235,145 to 235,10.7,8.2,13.2,8.2 to 13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$55,462 ","$50,430 ","$60,494 ","$50,430 to $60,494"
2015,27,27135,Roseau County (MN),"15,538","1,460","1,224","1,696","1,224 to 1,696",9.4,7.9,10.9,7.9 to 10.9,"3,823",460,376,544,376 to 544,12,9.8,14.2,9.8 to 14.2,"2,788",321,259,383,259 to 383,11.5,9.3,13.7,9.3 to 13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,416 ","$50,148 ","$58,684 ","$50,148 to $58,684"
2015,27,27137,St. Louis County (MN),"192,315","25,821","22,986","28,656","22,986 to 28,656",13.4,11.9,14.9,11.9 to 14.9,"37,238","5,668","4,612","6,724","4,612 to 6,724",15.2,12.4,18,12.4 to 18.0,"26,955","3,426","2,644","4,208","2,644 to 4,208",12.7,9.8,15.6,9.8 to 15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,141 ","$47,921 ","$52,361 ","$47,921 to $52,361"
2015,27,27139,Scott County (MN),"140,107","7,203","5,946","8,460","5,946 to 8,460",5.1,4.2,6,4.2 to 6.0,"39,919","2,397","1,898","2,896","1,898 to 2,896",6,4.8,7.2,4.8 to 7.2,"29,705","1,644","1,281","2,007","1,281 to 2,007",5.5,4.3,6.7,4.3 to 6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$92,898 ","$87,995 ","$97,801 ","$87,995 to $97,801"
2015,27,27141,Sherburne County (MN),"89,349","6,658","5,576","7,740","5,576 to 7,740",7.5,6.3,8.7,6.3 to 8.7,"24,422","1,975","1,595","2,355","1,595 to 2,355",8.1,6.5,9.7,6.5 to 9.7,"18,307","1,261",977,"1,545","977 to 1,545",6.9,5.4,8.4,5.4 to 8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$79,495 ","$73,959 ","$85,031 ","$73,959 to $85,031"
2015,27,27143,Sibley County (MN),"14,665","1,304","1,039","1,569","1,039 to 1,569",8.9,7.1,10.7,7.1 to 10.7,"3,490",431,336,526,336 to 526,12.3,9.6,15,9.6 to 15.0,"2,636",275,207,343,207 to 343,10.4,7.8,13,7.8 to 13.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$57,052 ","$53,182 ","$60,922 ","$53,182 to $60,922"
2015,27,27145,Stearns County (MN),"147,773","19,939","17,872","22,006","17,872 to 22,006",13.5,12.1,14.9,12.1 to 14.9,"34,646","4,963","4,210","5,716","4,210 to 5,716",14.3,12.1,16.5,12.1 to 16.5,"24,832","3,235","2,658","3,812","2,658 to 3,812",13,10.7,15.3,10.7 to 15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$55,244 ","$53,182 ","$57,306 ","$53,182 to $57,306"
2015,27,27147,Steele County (MN),"36,249","3,410","2,791","4,029","2,791 to 4,029",9.4,7.7,11.1,7.7 to 11.1,"9,134","1,209",974,"1,444","974 to 1,444",13.2,10.6,15.8,10.6 to 15.8,"6,633",833,657,"1,009","657 to 1,009",12.6,9.9,15.3,9.9 to 15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$60,970 ","$57,107 ","$64,833 ","$57,107 to $64,833"
2015,27,27149,Stevens County (MN),"8,829",960,758,"1,162","758 to 1,162",10.9,8.6,13.2,8.6 to 13.2,"2,057",177,137,217,137 to 217,8.6,6.7,10.5,6.7 to 10.5,"1,507",111,83,139,83 to 139,7.4,5.5,9.3,5.5 to 9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,323 ","$50,266 ","$58,380 ","$50,266 to $58,380"
2015,27,27151,Swift County (MN),"9,174","1,094",897,"1,291","897 to 1,291",11.9,9.8,14,9.8 to 14.0,"2,012",306,247,365,247 to 365,15.2,12.2,18.2,12.2 to 18.2,"1,425",199,155,243,155 to 243,14,10.9,17.1,10.9 to 17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,130 ","$42,675 ","$51,585 ","$42,675 to $51,585"
2015,27,27153,Todd County (MN),"23,937","3,073","2,510","3,636","2,510 to 3,636",12.8,10.4,15.2,10.4 to 15.2,"5,705","1,102",885,"1,319","885 to 1,319",19.3,15.5,23.1,15.5 to 23.1,"4,021",765,605,925,605 to 925,19,15,23,15.0 to 23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,840 ","$45,790 ","$51,890 ","$45,790 to $51,890"
2015,27,27155,Traverse County (MN),"3,295",474,381,567,381 to 567,14.4,11.6,17.2,11.6 to 17.2,687,156,124,188,124 to 188,22.7,18,27.4,18.0 to 27.4,519,109,84,134,84 to 134,21,16.3,25.7,16.3 to 25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,764 ","$42,106 ","$51,422 ","$42,106 to $51,422"
2015,27,27157,Wabasha County (MN),"21,004","1,459","1,123","1,795","1,123 to 1,795",6.9,5.3,8.5,5.3 to 8.5,"4,627",447,342,552,342 to 552,9.7,7.4,12,7.4 to 12.0,"3,375",305,226,384,226 to 384,9,6.7,11.3,6.7 to 11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$57,873 ","$53,956 ","$61,790 ","$53,956 to $61,790"
2015,27,27159,Wadena County (MN),"13,444","2,014","1,637","2,391","1,637 to 2,391",15,12.2,17.8,12.2 to 17.8,"3,336",653,505,801,505 to 801,19.6,15.2,24,15.2 to 24.0,"2,450",443,332,554,332 to 554,18.1,13.6,22.6,13.6 to 22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$45,597 ","$42,484 ","$48,710 ","$42,484 to $48,710"
2015,27,27161,Waseca County (MN),"17,683","1,744","1,377","2,111","1,377 to 2,111",9.9,7.8,12,7.8 to 12.0,"4,333",589,457,721,457 to 721,13.6,10.6,16.6,10.6 to 16.6,"3,211",392,291,493,291 to 493,12.2,9.1,15.3,9.1 to 15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,495 ","$49,998 ","$58,992 ","$49,998 to $58,992"
2015,27,27163,Washington County (MN),"248,028","12,744","10,585","14,903","10,585 to 14,903",5.1,4.2,6,4.2 to 6.0,"62,257","3,714","2,996","4,432","2,996 to 4,432",6,4.8,7.2,4.8 to 7.2,"46,802","2,416","1,896","2,936","1,896 to 2,936",5.2,4.1,6.3,4.1 to 6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$88,329 ","$84,028 ","$92,630 ","$84,028 to $92,630"
2015,27,27165,Watonwan County (MN),"10,785","1,219",973,"1,465","973 to 1,465",11.3,9,13.6,9.0 to 13.6,"2,610",436,345,527,345 to 527,16.7,13.2,20.2,13.2 to 20.2,"1,902",287,219,355,219 to 355,15.1,11.5,18.7,11.5 to 18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,044 ","$43,740 ","$52,348 ","$43,740 to $52,348"
2015,27,27167,Wilkin County (MN),"6,229",609,477,741,477 to 741,9.8,7.7,11.9,7.7 to 11.9,"1,413",187,146,228,146 to 228,13.2,10.3,16.1,10.3 to 16.1,"1,034",124,93,155,93 to 155,12,9,15,9.0 to 15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$56,583 ","$51,514 ","$61,652 ","$51,514 to $61,652"
2015,27,27169,Winona County (MN),"46,864","5,953","5,008","6,898","5,008 to 6,898",12.7,10.7,14.7,10.7 to 14.7,"9,155","1,163",907,"1,419","907 to 1,419",12.7,9.9,15.5,9.9 to 15.5,"6,810",779,591,967,591 to 967,11.4,8.6,14.2,8.6 to 14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,367 ","$50,448 ","$58,286 ","$50,448 to $58,286"
2015,27,27171,Wright County (MN),"130,097","6,629","5,179","8,079","5,179 to 8,079",5.1,4,6.2,4.0 to 6.2,"36,973","2,264","1,757","2,771","1,757 to 2,771",6.1,4.7,7.5,4.7 to 7.5,"27,419","1,487","1,116","1,858","1,116 to 1,858",5.4,4,6.8,4.0 to 6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$76,407 ","$72,801 ","$80,013 ","$72,801 to $80,013"
2015,27,27173,Yellow Medicine County (MN),"9,650","1,207","1,030","1,384","1,030 to 1,384",12.5,10.7,14.3,10.7 to 14.3,"2,235",335,271,399,271 to 399,15,12.2,17.8,12.2 to 17.8,"1,659",218,170,266,170 to 266,13.1,10.2,16,10.2 to 16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,569 ","$47,590 ","$55,548 ","$47,590 to $55,548"
2016,27,27001,Aitkin County (MN),"15,330","2,010","1,649","2,371","1,649 to 2,371",13.1,10.7,15.5,10.7 to 15.5,"2,573",580,460,700,460 to 700,22.5,17.8,27.2,17.8 to 27.2,"1,979",391,302,480,302 to 480,19.8,15.3,24.3,15.3 to 24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,617 ","$43,701 ","$49,533 ","$43,701 to $49,533"
2016,27,27003,Anoka County (MN),"342,303","23,240","20,163","26,317","20,163 to 26,317",6.8,5.9,7.7,5.9 to 7.7,"81,939","7,568","6,252","8,884","6,252 to 8,884",9.2,7.6,10.8,7.6 to 10.8,"60,344","4,930","3,964","5,896","3,964 to 5,896",8.2,6.6,9.8,6.6 to 9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$76,497 ","$74,194 ","$78,800 ","$74,194 to $78,800"
2016,27,27005,Becker County (MN),"33,193","4,200","3,497","4,903","3,497 to 4,903",12.7,10.6,14.8,10.6 to 14.8,"8,045","1,504","1,214","1,794","1,214 to 1,794",18.7,15.1,22.3,15.1 to 22.3,"5,874",993,773,"1,213","773 to 1,213",16.9,13.2,20.6,13.2 to 20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$55,780 ","$53,214 ","$58,346 ","$53,214 to $58,346"
2016,27,27007,Beltrami County (MN),"44,048","8,070","6,826","9,314","6,826 to 9,314",18.3,15.5,21.1,15.5 to 21.1,"11,267","2,789","2,257","3,321","2,257 to 3,321",24.8,20.1,29.5,20.1 to 29.5,"7,869","1,804","1,387","2,221","1,387 to 2,221",22.9,17.6,28.2,17.6 to 28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$45,344 ","$42,252 ","$48,436 ","$42,252 to $48,436"
2016,27,27009,Benton County (MN),"39,291","3,345","2,616","4,074","2,616 to 4,074",8.5,6.6,10.4,6.6 to 10.4,"9,668","1,103",845,"1,361","845 to 1,361",11.4,8.7,14.1,8.7 to 14.1,"6,840",726,547,905,547 to 905,10.6,8,13.2,8.0 to 13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,675 ","$50,225 ","$57,125 ","$50,225 to $57,125"
2016,27,27011,Big Stone County (MN),"4,911",584,462,706,462 to 706,11.9,9.4,14.4,9.4 to 14.4,"1,017",162,123,201,123 to 201,15.9,12,19.8,12.0 to 19.8,740,112,83,141,83 to 141,15.1,11.2,19,11.2 to 19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,713 ","$41,822 ","$51,604 ","$41,822 to $51,604"
2016,27,27013,Blue Earth County (MN),"62,800","9,397","8,338","10,456","8,338 to 10,456",15,13.3,16.7,13.3 to 16.7,"12,786","1,664","1,307","2,021","1,307 to 2,021",13,10.2,15.8,10.2 to 15.8,"9,121","1,078",811,"1,345","811 to 1,345",11.8,8.9,14.7,8.9 to 14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,829 ","$50,300 ","$57,358 ","$50,300 to $57,358"
2016,27,27015,Brown County (MN),"24,269","1,993","1,569","2,417","1,569 to 2,417",8.2,6.5,9.9,6.5 to 9.9,"5,479",598,458,738,458 to 738,10.9,8.3,13.5,8.3 to 13.5,"4,024",398,298,498,298 to 498,9.9,7.4,12.4,7.4 to 12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$56,049 ","$50,881 ","$61,217 ","$50,881 to $61,217"
2016,27,27017,Carlton County (MN),"34,022","3,469","2,849","4,089","2,849 to 4,089",10.2,8.4,12,8.4 to 12.0,"7,890",976,782,"1,170","782 to 1,170",12.4,9.9,14.9,9.9 to 14.9,"5,893",608,459,757,459 to 757,10.3,7.8,12.8,7.8 to 12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$58,509 ","$54,556 ","$62,462 ","$54,556 to $62,462"
2016,27,27019,Carver County (MN),"99,313","4,225","3,479","4,971","3,479 to 4,971",4.3,3.5,5.1,3.5 to 5.1,"27,174","1,071",806,"1,336","806 to 1,336",3.9,2.9,4.9,2.9 to 4.9,"20,605",704,520,888,520 to 888,3.4,2.5,4.3,2.5 to 4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$94,057 ","$89,317 ","$98,797 ","$89,317 to $98,797"
2016,27,27021,Cass County (MN),"28,679","4,445","3,896","4,994","3,896 to 4,994",15.5,13.6,17.4,13.6 to 17.4,"6,028","1,540","1,264","1,816","1,264 to 1,816",25.5,20.9,30.1,20.9 to 30.1,"4,288","1,059",861,"1,257","861 to 1,257",24.7,20.1,29.3,20.1 to 29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,585 ","$47,179 ","$51,991 ","$47,179 to $51,991"
2016,27,27023,Chippewa County (MN),"11,934","1,066",820,"1,312","820 to 1,312",8.9,6.8,11,6.8 to 11.0,"2,746",389,292,486,292 to 486,14.2,10.7,17.7,10.7 to 17.7,"1,874",264,195,333,195 to 333,14.1,10.4,17.8,10.4 to 17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,675 ","$46,697 ","$56,653 ","$46,697 to $56,653"
2016,27,27025,Chisago County (MN),"53,287","3,554","2,870","4,238","2,870 to 4,238",6.7,5.4,8,5.4 to 8.0,"12,338",963,749,"1,177","749 to 1,177",7.8,6.1,9.5,6.1 to 9.5,"9,269",622,472,772,472 to 772,6.7,5.1,8.3,5.1 to 8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$74,908 ","$68,955 ","$80,861 ","$68,955 to $80,861"
2016,27,27027,Clay County (MN),"59,712","7,167","5,850","8,484","5,850 to 8,484",12,9.8,14.2,9.8 to 14.2,"14,825","1,965","1,530","2,400","1,530 to 2,400",13.3,10.4,16.2,10.4 to 16.2,"10,373","1,327","1,017","1,637","1,017 to 1,637",12.8,9.8,15.8,9.8 to 15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$59,937 ","$55,753 ","$64,121 ","$55,753 to $64,121"
2016,27,27029,Clearwater County (MN),"8,697","1,432","1,219","1,645","1,219 to 1,645",16.5,14.1,18.9,14.1 to 18.9,"2,158",485,392,578,392 to 578,22.5,18.2,26.8,18.2 to 26.8,"1,619",335,268,402,268 to 402,20.7,16.6,24.8,16.6 to 24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$43,797 ","$40,155 ","$47,439 ","$40,155 to $47,439"
2016,27,27031,Cook County (MN),"5,231",526,424,628,424 to 628,10.1,8.2,12,8.2 to 12.0,809,99,75,123,75 to 123,12.2,9.3,15.1,9.3 to 15.1,570,64,48,80,48 to 80,11.2,8.3,14.1,8.3 to 14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,884 ","$44,014 ","$53,754 ","$44,014 to $53,754"
2016,27,27033,Cottonwood County (MN),"11,259","1,346","1,097","1,595","1,097 to 1,595",12,9.8,14.2,9.8 to 14.2,"2,717",433,330,536,330 to 536,15.9,12.1,19.7,12.1 to 19.7,"1,902",289,214,364,214 to 364,15.2,11.3,19.1,11.3 to 19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,437 ","$42,738 ","$52,136 ","$42,738 to $52,136"
2016,27,27035,Crow Wing County (MN),"63,185","6,975","5,813","8,137","5,813 to 8,137",11,9.2,12.8,9.2 to 12.8,"13,679","2,079","1,641","2,517","1,641 to 2,517",15.2,12,18.4,12.0 to 18.4,"10,036","1,354","1,045","1,663","1,045 to 1,663",13.5,10.4,16.6,10.4 to 16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,803 ","$48,208 ","$55,398 ","$48,208 to $55,398"
2016,27,27037,Dakota County (MN),"414,464","23,278","20,071","26,485","20,071 to 26,485",5.6,4.8,6.4,4.8 to 6.4,"101,712","7,332","5,886","8,778","5,886 to 8,778",7.2,5.8,8.6,5.8 to 8.6,"74,289","5,062","3,997","6,127","3,997 to 6,127",6.8,5.4,8.2,5.4 to 8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$79,111 ","$76,208 ","$82,014 ","$76,208 to $82,014"
2016,27,27039,Dodge County (MN),"20,324","1,560","1,301","1,819","1,301 to 1,819",7.7,6.4,9,6.4 to 9.0,"5,379",438,336,540,336 to 540,8.1,6.2,10,6.2 to 10.0,"4,028",291,217,365,217 to 365,7.2,5.4,9,5.4 to 9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$68,238 ","$62,001 ","$74,475 ","$62,001 to $74,475"
2016,27,27041,Douglas County (MN),"36,964","3,172","2,548","3,796","2,548 to 3,796",8.6,6.9,10.3,6.9 to 10.3,"7,865",816,630,"1,002","630 to 1,002",10.4,8,12.8,8.0 to 12.8,"5,702",557,424,690,424 to 690,9.8,7.5,12.1,7.5 to 12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$55,257 ","$51,812 ","$58,702 ","$51,812 to $58,702"
2016,27,27043,Faribault County (MN),"13,560","1,584","1,286","1,882","1,286 to 1,882",11.7,9.5,13.9,9.5 to 13.9,"2,923",504,388,620,388 to 620,17.2,13.2,21.2,13.2 to 21.2,"2,173",326,241,411,241 to 411,15,11.1,18.9,11.1 to 18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,176 ","$46,834 ","$51,518 ","$46,834 to $51,518"
2016,27,27045,Fillmore County (MN),"20,607","2,535","2,124","2,946","2,124 to 2,946",12.3,10.3,14.3,10.3 to 14.3,"5,039",961,789,"1,133","789 to 1,133",19.1,15.7,22.5,15.7 to 22.5,"3,664",631,503,759,503 to 759,17.2,13.7,20.7,13.7 to 20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$60,575 ","$57,652 ","$63,498 ","$57,652 to $63,498"
2016,27,27047,Freeborn County (MN),"29,825","3,267","2,606","3,928","2,606 to 3,928",11,8.8,13.2,8.8 to 13.2,"6,446","1,027",784,"1,270","784 to 1,270",15.9,12.1,19.7,12.1 to 19.7,"4,710",690,512,868,512 to 868,14.6,10.8,18.4,10.8 to 18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,943 ","$45,438 ","$52,448 ","$45,438 to $52,448"
2016,27,27049,Goodhue County (MN),"45,747","3,513","2,814","4,212","2,814 to 4,212",7.7,6.2,9.2,6.2 to 9.2,"10,204",987,762,"1,212","762 to 1,212",9.7,7.5,11.9,7.5 to 11.9,"7,532",669,507,831,507 to 831,8.9,6.7,11.1,6.7 to 11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$66,038 ","$61,386 ","$70,690 ","$61,386 to $70,690"
2016,27,27051,Grant County (MN),"5,852",700,573,827,573 to 827,12,9.8,14.2,9.8 to 14.2,"1,333",249,202,296,202 to 296,18.7,15.2,22.2,15.2 to 22.2,959,168,134,202,134 to 202,17.5,13.9,21.1,13.9 to 21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,274 ","$47,388 ","$55,160 ","$47,388 to $55,160"
2016,27,27053,Hennepin County (MN),"1,210,284","132,137","125,231","139,043","125,231 to 139,043",10.9,10.3,11.5,10.3 to 11.5,"268,607","37,515","34,015","41,015","34,015 to 41,015",14,12.7,15.3,12.7 to 15.3,"188,268","24,668","21,959","27,377","21,959 to 27,377",13.1,11.7,14.5,11.7 to 14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$71,184 ","$69,901 ","$72,467 ","$69,901 to $72,467"
2016,27,27055,Houston County (MN),"18,559","1,585","1,292","1,878","1,292 to 1,878",8.5,6.9,10.1,6.9 to 10.1,"4,016",423,336,510,336 to 510,10.5,8.3,12.7,8.3 to 12.7,"2,941",254,188,320,188 to 320,8.6,6.3,10.9,6.3 to 10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$58,201 ","$53,340 ","$63,062 ","$53,340 to $63,062"
2016,27,27057,Hubbard County (MN),"20,511","2,677","2,251","3,103","2,251 to 3,103",13.1,11,15.2,11.0 to 15.2,"4,299",878,719,"1,037","719 to 1,037",20.4,16.7,24.1,16.7 to 24.1,"3,144",605,487,723,487 to 723,19.2,15.4,23,15.4 to 23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,129 ","$45,221 ","$53,037 ","$45,221 to $53,037"
