Year,State,County ID,County Name (State),All Ages SAIPE Poverty Universe,All Ages in Poverty Count,All Ages in Poverty Count LB 90%,All Ages in Poverty Count UB 90%,90% Confidence Interval (All Ages in Poverty Count),All Ages in Poverty Percent,All Ages in Poverty Percent LB 90%,All Ages in Poverty Percent UB 90%,90% Confidence Interval (All Ages in Poverty Percent),Under Age 18 SAIPE Poverty Universe,Under Age 18 in Poverty Count,Under Age 18 in Poverty Count LB 90%,Under Age 18 in Poverty Count UB 90%,90% Confidence Interval (Under Age 18 in Poverty Count),Under Age 18 in Poverty Percent,Under Age 18 in Poverty Percent LB 90%,Under Age 18 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 18 in Poverty Percent),Ages 5 to 17 in Families SAIPE Poverty Universe,Ages 5 to 17 in Families in Poverty Count,Ages 5 to 17 in Families in Poverty Count LB 90%,Ages 5 to 17 in Families in Poverty Count UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count),Ages 5 to 17 in Families in Poverty Percent,Ages 5 to 17 in Families in Poverty Percent LB 90%,Ages 5 to 17 in Families in Poverty Percent UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent),Under Age 5 SAIPE Poverty Universe,Under Age 5 in Poverty Count,Under Age 5 in Poverty Count LB 90%,Under Age 5 in Poverty Count UB 90%,90% Confidence Interval (Under Age 5 in Poverty Count),Under Age 5 in Poverty Percent,Under Age 5 in Poverty Percent LB 90%,Under Age 5 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 5 in Poverty Percent),Median Household Income in Dollars,Median Household Income in Dollars LB 90%,Median Household Income in Dollars UB 90%,90% Confidence Interval (Median Household Income in Dollars)
2011,27,27125,Red Lake County (MN),"4,067",464,371,557,371 to 557,11.4,9.1,13.7,9.1 to 13.7,979,158,123,193,123 to 193,16.1,12.6,19.6,12.6 to 19.6,687,104,79,129,79 to 129,15.1,11.5,18.7,11.5 to 18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,658 ","$40,590 ","$48,726 ","$40,590 to $48,726"
2011,27,27127,Redwood County (MN),"15,656","1,625","1,321","1,929","1,321 to 1,929",10.4,8.5,12.3,8.5 to 12.3,"3,863",560,438,682,438 to 682,14.5,11.3,17.7,11.3 to 17.7,"2,826",376,288,464,288 to 464,13.3,10.2,16.4,10.2 to 16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,858 ","$44,642 ","$51,074 ","$44,642 to $51,074"
2011,27,27129,Renville County (MN),"15,165","1,679","1,359","1,999","1,359 to 1,999",11.1,9,13.2,9.0 to 13.2,"3,448",591,457,725,457 to 725,17.1,13.2,21,13.2 to 21.0,"2,522",380,284,476,284 to 476,15.1,11.3,18.9,11.3 to 18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,153 ","$46,462 ","$51,844 ","$46,462 to $51,844"
2011,27,27131,Rice County (MN),"57,242","6,422","5,166","7,678","5,166 to 7,678",11.2,9,13.4,9.0 to 13.4,"14,672","2,031","1,606","2,456","1,606 to 2,456",13.8,10.9,16.7,10.9 to 16.7,"10,716","1,339","1,036","1,642","1,036 to 1,642",12.5,9.7,15.3,9.7 to 15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$56,781 ","$52,145 ","$61,417 ","$52,145 to $61,417"
2011,27,27133,Rock County (MN),"9,367","1,021",837,"1,205","837 to 1,205",10.9,8.9,12.9,8.9 to 12.9,"2,435",356,282,430,282 to 430,14.6,11.5,17.7,11.5 to 17.7,"1,797",235,182,288,182 to 288,13.1,10.2,16,10.2 to 16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,920 ","$44,895 ","$54,945 ","$44,895 to $54,945"
2011,27,27135,Roseau County (MN),"15,312","1,859","1,618","2,100","1,618 to 2,100",12.1,10.5,13.7,10.5 to 13.7,"3,953",610,512,708,512 to 708,15.4,12.9,17.9,12.9 to 17.9,"2,979",365,292,438,292 to 438,12.3,9.8,14.8,9.8 to 14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,344 ","$44,072 ","$52,616 ","$44,072 to $52,616"
2011,27,27137,St. Louis County (MN),"192,041","33,653","30,848","36,458","30,848 to 36,458",17.5,16,19,16.0 to 19.0,"37,778","8,039","6,851","9,227","6,851 to 9,227",21.3,18.2,24.4,18.2 to 24.4,"27,073","5,107","4,263","5,951","4,263 to 5,951",18.9,15.8,22,15.8 to 22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,475 ","$42,633 ","$46,317 ","$42,633 to $46,317"
2011,27,27139,Scott County (MN),"131,070","7,560","6,222","8,898","6,222 to 8,898",5.8,4.8,6.8,4.8 to 6.8,"39,036","2,783","2,205","3,361","2,205 to 3,361",7.1,5.6,8.6,5.6 to 8.6,"28,626","1,893","1,478","2,308","1,478 to 2,308",6.6,5.1,8.1,5.1 to 8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$81,586 ","$78,194 ","$84,978 ","$78,194 to $84,978"
2011,27,27141,Sherburne County (MN),"86,985","6,620","5,436","7,804","5,436 to 7,804",7.6,6.2,9,6.2 to 9.0,"25,105","2,307","1,814","2,800","1,814 to 2,800",9.2,7.2,11.2,7.2 to 11.2,"18,520","1,469","1,121","1,817","1,121 to 1,817",7.9,6,9.8,6.0 to 9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$68,646 ","$63,405 ","$73,887 ","$63,405 to $73,887"
2011,27,27143,Sibley County (MN),"14,959","1,741","1,430","2,052","1,430 to 2,052",11.6,9.5,13.7,9.5 to 13.7,"3,740",632,510,754,510 to 754,16.9,13.6,20.2,13.6 to 20.2,"2,750",391,304,478,304 to 478,14.2,11,17.4,11.0 to 17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,047 ","$50,259 ","$55,835 ","$50,259 to $55,835"
2011,27,27145,Stearns County (MN),"144,037","19,379","17,350","21,408","17,350 to 21,408",13.5,12.1,14.9,12.1 to 14.9,"33,835","4,387","3,612","5,162","3,612 to 5,162",13,10.7,15.3,10.7 to 15.3,"24,189","2,705","2,147","3,263","2,147 to 3,263",11.2,8.9,13.5,8.9 to 13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,053 ","$49,470 ","$54,636 ","$49,470 to $54,636"
2011,27,27147,Steele County (MN),"36,040","3,476","2,878","4,074","2,878 to 4,074",9.6,7.9,11.3,7.9 to 11.3,"9,414","1,280","1,015","1,545","1,015 to 1,545",13.6,10.8,16.4,10.8 to 16.4,"6,788",873,679,"1,067","679 to 1,067",12.9,10,15.8,10.0 to 15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,971 ","$51,666 ","$58,276 ","$51,666 to $58,276"
2011,27,27149,Stevens County (MN),"8,849","1,173",960,"1,386","960 to 1,386",13.3,10.9,15.7,10.9 to 15.7,"1,933",235,180,290,180 to 290,12.2,9.3,15.1,9.3 to 15.1,"1,372",141,104,178,104 to 178,10.3,7.6,13,7.6 to 13.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,892 ","$42,869 ","$50,915 ","$42,869 to $50,915"
2011,27,27151,Swift County (MN),"9,476",999,792,"1,206","792 to 1,206",10.5,8.3,12.7,8.3 to 12.7,"2,091",314,241,387,241 to 387,15,11.5,18.5,11.5 to 18.5,"1,517",198,147,249,147 to 249,13.1,9.8,16.4,9.8 to 16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,209 ","$43,535 ","$48,883 ","$43,535 to $48,883"
2011,27,27153,Todd County (MN),"24,521","4,098","3,511","4,685","3,511 to 4,685",16.7,14.3,19.1,14.3 to 19.1,"5,982","1,464","1,205","1,723","1,205 to 1,723",24.5,20.2,28.8,20.2 to 28.8,"4,309",871,670,"1,072","670 to 1,072",20.2,15.5,24.9,15.5 to 24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$41,290 ","$38,305 ","$44,275 ","$38,305 to $44,275"
2011,27,27155,Traverse County (MN),"3,418",425,332,518,332 to 518,12.4,9.7,15.1,9.7 to 15.1,730,137,106,168,106 to 168,18.8,14.6,23,14.6 to 23.0,569,91,69,113,69 to 113,16,12.1,19.9,12.1 to 19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$45,815 ","$41,834 ","$49,796 ","$41,834 to $49,796"
2011,27,27157,Wabasha County (MN),"21,368","1,992","1,625","2,359","1,625 to 2,359",9.3,7.6,11,7.6 to 11.0,"4,875",639,512,766,512 to 766,13.1,10.5,15.7,10.5 to 15.7,"3,602",423,331,515,331 to 515,11.7,9.2,14.2,9.2 to 14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,899 ","$49,498 ","$58,300 ","$49,498 to $58,300"
2011,27,27159,Wadena County (MN),"13,326","2,419","1,989","2,849","1,989 to 2,849",18.2,15,21.4,15.0 to 21.4,"3,202",818,650,986,650 to 986,25.5,20.3,30.7,20.3 to 30.7,"2,326",538,416,660,416 to 660,23.1,17.9,28.3,17.9 to 28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$36,097 ","$32,594 ","$39,600 ","$32,594 to $39,600"
2011,27,27161,Waseca County (MN),"17,946","1,771","1,395","2,147","1,395 to 2,147",9.9,7.8,12,7.8 to 12.0,"4,460",603,461,745,461 to 745,13.5,10.3,16.7,10.3 to 16.7,"3,247",393,293,493,293 to 493,12.1,9,15.2,9.0 to 15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,660 ","$49,720 ","$55,600 ","$49,720 to $55,600"
2011,27,27163,Washington County (MN),"237,801","13,993","11,965","16,021","11,965 to 16,021",5.9,5,6.8,5.0 to 6.8,"62,453","4,421","3,578","5,264","3,578 to 5,264",7.1,5.7,8.5,5.7 to 8.5,"47,345","2,775","2,128","3,422","2,128 to 3,422",5.9,4.5,7.3,4.5 to 7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$77,069 ","$74,467 ","$79,671 ","$74,467 to $79,671"
2011,27,27165,Watonwan County (MN),"11,037","1,301","1,024","1,578","1,024 to 1,578",11.8,9.3,14.3,9.3 to 14.3,"2,740",482,370,594,370 to 594,17.6,13.5,21.7,13.5 to 21.7,"1,966",318,239,397,239 to 397,16.2,12.2,20.2,12.2 to 20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,565 ","$42,615 ","$50,515 ","$42,615 to $50,515"
2011,27,27167,Wilkin County (MN),"6,425",619,485,753,485 to 753,9.6,7.5,11.7,7.5 to 11.7,"1,533",197,152,242,152 to 242,12.9,10,15.8,10.0 to 15.8,"1,155",131,99,163,99 to 163,11.3,8.5,14.1,8.5 to 14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,004 ","$45,222 ","$54,786 ","$45,222 to $54,786"
2011,27,27169,Winona County (MN),"47,134","6,893","5,906","7,880","5,906 to 7,880",14.6,12.5,16.7,12.5 to 16.7,"9,483","1,386","1,077","1,695","1,077 to 1,695",14.6,11.3,17.9,11.3 to 17.9,"6,950",877,657,"1,097","657 to 1,097",12.6,9.4,15.8,9.4 to 15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,028 ","$42,202 ","$49,854 ","$42,202 to $49,854"
2011,27,27171,Wright County (MN),"125,282","8,658","7,223","10,093","7,223 to 10,093",6.9,5.8,8,5.8 to 8.0,"36,903","3,169","2,535","3,803","2,535 to 3,803",8.6,6.9,10.3,6.9 to 10.3,"26,328","1,970","1,501","2,439","1,501 to 2,439",7.5,5.7,9.3,5.7 to 9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$68,387 ","$64,617 ","$72,157 ","$64,617 to $72,157"
2011,27,27173,Yellow Medicine County (MN),"10,084","1,116",905,"1,327","905 to 1,327",11.1,9,13.2,9.0 to 13.2,"2,384",357,278,436,278 to 436,15,11.7,18.3,11.7 to 18.3,"1,742",237,181,293,181 to 293,13.6,10.4,16.8,10.4 to 16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,586 ","$43,493 ","$49,679 ","$43,493 to $49,679"
2012,27,27001,Aitkin County (MN),"15,685","2,187","1,808","2,566","1,808 to 2,566",13.9,11.5,16.3,11.5 to 16.3,"2,723",662,513,811,513 to 811,24.3,18.8,29.8,18.8 to 29.8,"2,021",435,329,541,329 to 541,21.5,16.2,26.8,16.2 to 26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$38,871 ","$35,728 ","$42,014 ","$35,728 to $42,014"
2012,27,27003,Anoka County (MN),"333,099","27,583","24,731","30,435","24,731 to 30,435",8.3,7.4,9.2,7.4 to 9.2,"83,102","8,891","7,536","10,246","7,536 to 10,246",10.7,9.1,12.3,9.1 to 12.3,"61,401","5,885","4,909","6,861","4,909 to 6,861",9.6,8,11.2,8.0 to 11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$67,811 ","$65,500 ","$70,122 ","$65,500 to $70,122"
2012,27,27005,Becker County (MN),"32,499","4,384","3,630","5,138","3,630 to 5,138",13.5,11.2,15.8,11.2 to 15.8,"7,903","1,631","1,295","1,967","1,295 to 1,967",20.6,16.3,24.9,16.3 to 24.9,"5,775","1,063",819,"1,307","819 to 1,307",18.4,14.2,22.6,14.2 to 22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,356 ","$44,065 ","$50,647 ","$44,065 to $50,647"
2012,27,27007,Beltrami County (MN),"43,329","9,193","8,049","10,337","8,049 to 10,337",21.2,18.6,23.8,18.6 to 23.8,"11,204","3,138","2,582","3,694","2,582 to 3,694",28,23,33,23.0 to 33.0,"7,705","2,027","1,604","2,450","1,604 to 2,450",26.3,20.8,31.8,20.8 to 31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$42,655 ","$40,269 ","$45,041 ","$40,269 to $45,041"
2012,27,27009,Benton County (MN),"38,216","4,051","3,389","4,713","3,389 to 4,713",10.6,8.9,12.3,8.9 to 12.3,"9,324","1,153",892,"1,414","892 to 1,414",12.4,9.6,15.2,9.6 to 15.2,"6,611",735,553,917,553 to 917,11.1,8.3,13.9,8.3 to 13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,308 ","$48,646 ","$55,970 ","$48,646 to $55,970"
2012,27,27011,Big Stone County (MN),"5,029",664,542,786,542 to 786,13.2,10.8,15.6,10.8 to 15.6,"1,052",212,171,253,171 to 253,20.2,16.3,24.1,16.3 to 24.1,751,137,107,167,107 to 167,18.2,14.2,22.2,14.2 to 22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,210 ","$40,744 ","$47,676 ","$40,744 to $47,676"
2012,27,27013,Blue Earth County (MN),"61,091","10,165","9,051","11,279","9,051 to 11,279",16.6,14.8,18.4,14.8 to 18.4,"12,396","1,889","1,523","2,255","1,523 to 2,255",15.2,12.2,18.2,12.2 to 18.2,"8,638","1,222",959,"1,485","959 to 1,485",14.1,11.1,17.1,11.1 to 17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,788 ","$46,125 ","$51,451 ","$46,125 to $51,451"
2012,27,27015,Brown County (MN),"24,418","2,158","1,757","2,559","1,757 to 2,559",8.8,7.2,10.4,7.2 to 10.4,"5,421",581,450,712,450 to 712,10.7,8.3,13.1,8.3 to 13.1,"3,928",373,284,462,284 to 462,9.5,7.2,11.8,7.2 to 11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,348 ","$45,080 ","$51,616 ","$45,080 to $51,616"
2012,27,27017,Carlton County (MN),"33,641","4,242","3,673","4,811","3,673 to 4,811",12.6,10.9,14.3,10.9 to 14.3,"7,984","1,026",828,"1,224","828 to 1,224",12.9,10.4,15.4,10.4 to 15.4,"5,873",634,490,778,490 to 778,10.8,8.4,13.2,8.4 to 13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,049 ","$46,918 ","$53,180 ","$46,918 to $53,180"
2012,27,27019,Carver County (MN),"92,925","4,159","3,350","4,968","3,350 to 4,968",4.5,3.6,5.4,3.6 to 5.4,"26,846","1,311","1,008","1,614","1,008 to 1,614",4.9,3.8,6,3.8 to 6.0,"20,508",798,593,"1,003","593 to 1,003",3.9,2.9,4.9,2.9 to 4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$85,064 ","$80,600 ","$89,528 ","$80,600 to $89,528"
2012,27,27021,Cass County (MN),"28,077","5,006","4,425","5,587","4,425 to 5,587",17.8,15.7,19.9,15.7 to 19.9,"5,860","1,660","1,390","1,930","1,390 to 1,930",28.3,23.7,32.9,23.7 to 32.9,"4,261","1,089",887,"1,291","887 to 1,291",25.6,20.9,30.3,20.9 to 30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$43,491 ","$41,574 ","$45,408 ","$41,574 to $45,408"
2012,27,27023,Chippewa County (MN),"11,949","1,169",935,"1,403","935 to 1,403",9.8,7.8,11.8,7.8 to 11.8,"2,740",398,308,488,308 to 488,14.5,11.2,17.8,11.2 to 17.8,"1,988",246,184,308,184 to 308,12.4,9.3,15.5,9.3 to 15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,545 ","$46,100 ","$52,990 ","$46,100 to $52,990"
2012,27,27025,Chisago County (MN),"52,048","4,012","3,369","4,655","3,369 to 4,655",7.7,6.5,8.9,6.5 to 8.9,"12,768","1,122",878,"1,366","878 to 1,366",8.8,6.9,10.7,6.9 to 10.7,"9,758",703,537,869,537 to 869,7.2,5.5,8.9,5.5 to 8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$65,617 ","$61,748 ","$69,486 ","$61,748 to $69,486"
2012,27,27027,Clay County (MN),"56,341","6,443","5,271","7,615","5,271 to 7,615",11.4,9.3,13.5,9.3 to 13.5,"13,661","1,834","1,412","2,256","1,412 to 2,256",13.4,10.3,16.5,10.3 to 16.5,"9,581","1,200",905,"1,495","905 to 1,495",12.5,9.4,15.6,9.4 to 15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,954 ","$49,116 ","$54,792 ","$49,116 to $54,792"
2012,27,27029,Clearwater County (MN),"8,584","1,331","1,083","1,579","1,083 to 1,579",15.5,12.6,18.4,12.6 to 18.4,"2,088",516,402,630,402 to 630,24.7,19.2,30.2,19.2 to 30.2,"1,519",340,262,418,262 to 418,22.4,17.3,27.5,17.3 to 27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$40,704 ","$38,159 ","$43,249 ","$38,159 to $43,249"
2012,27,27031,Cook County (MN),"5,134",577,476,678,476 to 678,11.2,9.2,13.2,9.2 to 13.2,854,148,118,178,118 to 178,17.3,13.8,20.8,13.8 to 20.8,627,86,65,107,65 to 107,13.7,10.4,17,10.4 to 17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,621 ","$42,839 ","$50,403 ","$42,839 to $50,403"
2012,27,27033,Cottonwood County (MN),"11,400","1,363","1,117","1,609","1,117 to 1,609",12,9.8,14.2,9.8 to 14.2,"2,686",450,352,548,352 to 548,16.8,13.1,20.5,13.1 to 20.5,"1,966",289,221,357,221 to 357,14.7,11.3,18.1,11.3 to 18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,449 ","$41,353 ","$47,545 ","$41,353 to $47,545"
2012,27,27035,Crow Wing County (MN),"62,187","8,085","6,812","9,358","6,812 to 9,358",13,11,15,11.0 to 15.0,"13,954","2,674","2,155","3,193","2,155 to 3,193",19.2,15.5,22.9,15.5 to 22.9,"10,044","1,717","1,359","2,075","1,359 to 2,075",17.1,13.5,20.7,13.5 to 20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,061 ","$45,165 ","$48,957 ","$45,165 to $48,957"
2012,27,27037,Dakota County (MN),"402,500","30,381","27,227","33,535","27,227 to 33,535",7.5,6.7,8.3,6.7 to 8.3,"102,195","10,119","8,793","11,445","8,793 to 11,445",9.9,8.6,11.2,8.6 to 11.2,"75,130","6,046","4,994","7,098","4,994 to 7,098",8,6.6,9.4,6.6 to 9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$71,574 ","$69,529 ","$73,619 ","$69,529 to $73,619"
2012,27,27039,Dodge County (MN),"20,070","1,607","1,334","1,880","1,334 to 1,880",8,6.6,9.4,6.6 to 9.4,"5,636",595,483,707,483 to 707,10.6,8.6,12.6,8.6 to 12.6,"4,226",392,317,467,317 to 467,9.3,7.5,11.1,7.5 to 11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$65,548 ","$62,483 ","$68,613 ","$62,483 to $68,613"
2012,27,27041,Douglas County (MN),"35,963","3,479","2,788","4,170","2,788 to 4,170",9.7,7.8,11.6,7.8 to 11.6,"7,629","1,006",781,"1,231","781 to 1,231",13.2,10.3,16.1,10.3 to 16.1,"5,552",655,499,811,499 to 811,11.8,9,14.6,9.0 to 14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$53,096 ","$49,795 ","$56,397 ","$49,795 to $56,397"
2012,27,27043,Faribault County (MN),"13,900","1,915","1,603","2,227","1,603 to 2,227",13.8,11.6,16,11.6 to 16.0,"3,010",642,515,769,515 to 769,21.3,17.1,25.5,17.1 to 25.5,"2,199",428,340,516,340 to 516,19.5,15.5,23.5,15.5 to 23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$42,833 ","$40,392 ","$45,274 ","$40,392 to $45,274"
2012,27,27045,Fillmore County (MN),"20,463","2,546","2,152","2,940","2,152 to 2,940",12.4,10.5,14.3,10.5 to 14.3,"4,851",866,704,"1,028","704 to 1,028",17.9,14.6,21.2,14.6 to 21.2,"3,503",543,423,663,423 to 663,15.5,12.1,18.9,12.1 to 18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,370 ","$46,700 ","$52,040 ","$46,700 to $52,040"
2012,27,27047,Freeborn County (MN),"30,461","3,454","2,860","4,048","2,860 to 4,048",11.3,9.4,13.2,9.4 to 13.2,"6,610","1,129",900,"1,358","900 to 1,358",17.1,13.6,20.6,13.6 to 20.6,"4,777",755,594,916,594 to 916,15.8,12.4,19.2,12.4 to 19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,988 ","$42,008 ","$47,968 ","$42,008 to $47,968"
2012,27,27049,Goodhue County (MN),"45,460","4,169","3,535","4,803","3,535 to 4,803",9.2,7.8,10.6,7.8 to 10.6,"10,536","1,299","1,062","1,536","1,062 to 1,536",12.3,10,14.6,10.0 to 14.6,"7,690",917,751,"1,083","751 to 1,083",11.9,9.7,14.1,9.7 to 14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$56,875 ","$54,409 ","$59,341 ","$54,409 to $59,341"
2012,27,27051,Grant County (MN),"5,848",651,523,779,523 to 779,11.1,8.9,13.3,8.9 to 13.3,"1,242",214,168,260,168 to 260,17.2,13.5,20.9,13.5 to 20.9,885,139,107,171,107 to 171,15.7,12,19.4,12.0 to 19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,616 ","$43,567 ","$51,665 ","$43,567 to $51,665"
2012,27,27053,Hennepin County (MN),"1,164,153","151,955","144,801","159,109","144,801 to 159,109",13.1,12.5,13.7,12.5 to 13.7,"263,303","45,436","41,976","48,896","41,976 to 48,896",17.3,16,18.6,16.0 to 18.6,"185,553","29,759","27,125","32,393","27,125 to 32,393",16,14.6,17.4,14.6 to 17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$62,500 ","$61,058 ","$63,942 ","$61,058 to $63,942"
2012,27,27055,Houston County (MN),"18,600","1,878","1,576","2,180","1,576 to 2,180",10.1,8.5,11.7,8.5 to 11.7,"4,119",521,428,614,428 to 614,12.6,10.4,14.8,10.4 to 14.8,"3,082",343,279,407,279 to 407,11.1,9,13.2,9.0 to 13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,523 ","$47,154 ","$53,892 ","$47,154 to $53,892"
2012,27,27057,Hubbard County (MN),"20,163","2,748","2,296","3,200","2,296 to 3,200",13.6,11.4,15.8,11.4 to 15.8,"4,208",891,716,"1,066","716 to 1,066",21.2,17.1,25.3,17.1 to 25.3,"3,018",590,466,714,466 to 714,19.5,15.4,23.6,15.4 to 23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,140 ","$41,537 ","$46,743 ","$41,537 to $46,743"
2012,27,27059,Isanti County (MN),"37,761","3,455","2,780","4,130","2,780 to 4,130",9.1,7.3,10.9,7.3 to 10.9,"9,385","1,180",920,"1,440","920 to 1,440",12.6,9.8,15.4,9.8 to 15.4,"6,879",783,598,968,598 to 968,11.4,8.7,14.1,8.7 to 14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$58,318 ","$54,182 ","$62,454 ","$54,182 to $62,454"
2012,27,27061,Itasca County (MN),"44,265","6,112","5,151","7,073","5,151 to 7,073",13.8,11.6,16,11.6 to 16.0,"9,351","1,801","1,438","2,164","1,438 to 2,164",19.3,15.4,23.2,15.4 to 23.2,"6,919","1,227",966,"1,488","966 to 1,488",17.7,13.9,21.5,13.9 to 21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$43,504 ","$41,005 ","$46,003 ","$41,005 to $46,003"
2012,27,27063,Jackson County (MN),"10,154","1,040",857,"1,223","857 to 1,223",10.2,8.4,12,8.4 to 12.0,"2,269",361,290,432,290 to 432,15.9,12.8,19,12.8 to 19.0,"1,674",230,181,279,181 to 279,13.7,10.8,16.6,10.8 to 16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,892 ","$49,284 ","$56,500 ","$49,284 to $56,500"
2012,27,27065,Kanabec County (MN),"15,805","2,307","1,929","2,685","1,929 to 2,685",14.6,12.2,17,12.2 to 17.0,"3,522",764,614,914,614 to 914,21.7,17.5,25.9,17.5 to 25.9,"2,672",494,387,601,387 to 601,18.5,14.5,22.5,14.5 to 22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,229 ","$41,531 ","$46,927 ","$41,531 to $46,927"
2012,27,27067,Kandiyohi County (MN),"41,632","5,208","4,473","5,943","4,473 to 5,943",12.5,10.7,14.3,10.7 to 14.3,"9,763","1,939","1,611","2,267","1,611 to 2,267",19.9,16.5,23.3,16.5 to 23.3,"6,975","1,210",963,"1,457","963 to 1,457",17.3,13.8,20.8,13.8 to 20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,993 ","$46,119 ","$51,867 ","$46,119 to $51,867"
2012,27,27069,Kittson County (MN),"4,386",465,380,550,380 to 550,10.6,8.7,12.5,8.7 to 12.5,968,134,103,165,103 to 165,13.8,10.6,17,10.6 to 17.0,747,88,66,110,66 to 110,11.8,8.9,14.7,8.9 to 14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,299 ","$40,519 ","$48,079 ","$40,519 to $48,079"
2012,27,27071,Koochiching County (MN),"12,956","1,665","1,322","2,008","1,322 to 2,008",12.9,10.3,15.5,10.3 to 15.5,"2,633",564,432,696,432 to 696,21.4,16.4,26.4,16.4 to 26.4,"2,015",379,285,473,285 to 473,18.8,14.1,23.5,14.1 to 23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$43,762 ","$39,763 ","$47,761 ","$39,763 to $47,761"
2012,27,27073,Lac qui Parle County (MN),"6,953",646,509,783,509 to 783,9.3,7.3,11.3,7.3 to 11.3,"1,491",212,164,260,164 to 260,14.2,11,17.4,11.0 to 17.4,"1,124",142,108,176,108 to 176,12.6,9.5,15.7,9.5 to 15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,963 ","$47,142 ","$54,784 ","$47,142 to $54,784"
